review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000306,O00001920,P000143,U000226,1,Stopped working after a few weeks.,2021-12-02 15:15:35
R00000307,O00001174,P000281,U000173,4,"Decent overall, could be better.",2022-09-25 21:49:07
R00000308,O00001320,P000226,U000143,4,"Decent overall, could be better.",2024-02-29 09:40:17
R00000309,O00000938,P000170,U000038,5,Battery life is amazing.,2024-06-20 09:14:20
R00000310,O00000031,P000220,U000198,5,Performance is smooth and reliable.,2024-11-18 01:11:11
R00000311,O00001092,P000174,U000169,5,Not fully satisfied with the performance.,2023-08-26 02:31:42
R00000312,O00001616,P000177,U000249,4,Not fully satisfied with the performance.,2023-04-19 18:40:40
R00000313,O00001230,P000224,U000478,4,Not fully satisfied with the performance.,2024-12-26 09:10:10
R00000314,O00000975,P000168,U000304,5,Performance is smooth and reliable.,2024-10-27 15:10:23
R00000315,O00001085,P000044,U000284,3,Great value and fast delivery.,2024-12-24 04:25:13
R00000316,O00000515,P000161,U000463,3,"Decent overall, could be better.",2024-07-30 09:59:49
R00000317,O00001551,P000218,U000306,2,Very good quality for the price.,2024-11-23 00:58:36
R00000318,O00001568,P000258,U000324,5,Not fully satisfied with the performance.,2024-07-24 22:56:33
R00000319,O00001811,P000195,U000377,4,Battery life is amazing.,2022-09-23 09:25:41
R00000320,O00001574,P000202,U000236,2,Not fully satisfied with the performance.,2024-06-03 03:52:26
R00000321,O00000045,P000288,U000244,4,Great value and fast delivery.,2024-05-01 04:16:53
R00000322,O00001687,P000281,U000328,4,Packaging was slightly damaged but product is fine.,2024-10-28 03:30:02
R00000323,O00000169,P000081,U000398,3,Performance is smooth and reliable.,2024-12-02 02:03:22
R00000324,O00000304,P000236,U000300,1,Stopped working after a few weeks.,2024-10-27 20:01:08
R00000325,O00000991,P000065,U000055,1,Stopped working after a few weeks.,2022-02-16 13:30:01
R00000326,O00000556,P000132,U000060,4,Sound quality is top-notch.,2021-08-09 01:49:15
R00000327,O00001925,P000187,U000062,3,"Excellent product, works as expected.",2022-03-03 06:06:02
R00000328,O00000608,P000271,U000356,5,"Excellent product, works as expected.",2024-10-27 03:38:44
R00000329,O00001619,P000189,U000254,2,Sound quality is top-notch.,2024-12-30 00:20:35
R00000330,O00000758,P000054,U000009,4,Battery life is amazing.,2023-04-06 00:21:33
R00000331,O00000439,P000160,U000281,5,Battery life is amazing.,2023-11-04 19:13:43
R00000332,O00000583,P000271,U000273,4,Not fully satisfied with the performance.,2022-10-20 00:04:51
R00000333,O00001519,P000206,U000033,4,Performance is smooth and reliable.,2024-10-21 20:31:04
R00000334,O00000528,P000001,U000236,2,"Excellent product, works as expected.",2024-10-31 18:51:28
R00000335,O00000343,P000158,U000499,4,Stopped working after a few weeks.,2025-01-14 10:17:54
R00000336,O00001737,P000283,U000360,2,Stopped working after a few weeks.,2024-10-18 04:44:39
R00000337,O00000368,P000258,U000272,5,Very good quality for the price.,2021-11-15 06:57:31
R00000338,O00000186,P000021,U000202,5,Not fully satisfied with the performance.,2022-05-14 08:03:14
R00000339,O00001117,P000203,U000325,4,"Excellent product, works as expected.",2024-11-18 20:43:52
R00000340,O00001755,P000161,U000467,5,Very good quality for the price.,2023-08-25 07:15:20
R00000341,O00001426,P000300,U000217,4,Performance is smooth and reliable.,2024-11-07 16:26:24
R00000342,O00000301,P000210,U000113,4,Great value and fast delivery.,2021-05-24 09:55:52
R00000343,O00001904,P000111,U000206,5,Great value and fast delivery.,2021-05-29 02:28:55
R00000344,O00000833,P000129,U000315,4,Sound quality is top-notch.,2024-12-13 06:24:23
R00000345,O00000544,P000043,U000393,3,"Decent overall, could be better.",2024-10-06 21:56:52
R00000346,O00001601,P000091,U000001,4,"Excellent product, works as expected.",2023-02-01 13:14:55
R00000347,O00000351,P000215,U000494,4,Stopped working after a few weeks.,2023-12-22 21:37:02
R00000348,O00001933,P000267,U000215,3,Battery life is amazing.,2023-06-10 19:57:49
R00000349,O00001511,P000090,U000160,3,"Decent overall, could be better.",2023-09-03 18:05:18
R00000350,O00000979,P000109,U000178,5,Battery life is amazing.,2023-10-19 00:53:22
R00000351,O00000176,P000300,U000265,3,Very good quality for the price.,2025-01-08 20:19:20
R00000352,O00000483,P000017,U000087,4,Battery life is amazing.,2024-02-19 06:26:56
R00000353,O00001413,P000090,U000184,4,Great value and fast delivery.,2023-11-24 04:28:36
R00000354,O00001611,P000107,U000056,3,"Decent overall, could be better.",2024-06-19 14:08:55
R00000355,O00000124,P000217,U000112,4,"Excellent product, works as expected.",2023-05-15 05:59:27
R00000356,O00000600,P000138,U000139,4,Packaging was slightly damaged but product is fine.,2021-12-24 10:29:02
R00000357,O00001795,P000180,U000322,4,Sound quality is top-notch.,2024-10-25 14:55:27
R00000358,O00001746,P000264,U000067,5,"Decent overall, could be better.",2025-02-02 19:14:27
R00000359,O00001379,P000256,U000273,5,Performance is smooth and reliable.,2024-02-03 19:15:03
R00000360,O00001186,P000170,U000269,5,Sound quality is top-notch.,2023-10-22 00:31:47
R00000361,O00000486,P000245,U000059,4,"Excellent product, works as expected.",2023-02-24 00:07:53
R00000362,O00000332,P000141,U000259,5,Battery life is amazing.,2024-04-21 23:52:10
R00000363,O00000789,P000178,U000247,3,Stopped working after a few weeks.,2024-07-17 09:07:30
R00000364,O00000195,P000121,U000255,5,Great value and fast delivery.,2024-04-21 09:02:44
R00000365,O00000638,P000106,U000160,4,"Excellent product, works as expected.",2024-06-20 01:47:29
R00000366,O00000472,P000223,U000187,5,"Excellent product, works as expected.",2022-09-18 21:26:15
R00000367,O00001714,P000291,U000188,4,Battery life is amazing.,2022-11-15 10:39:10
R00000368,O00000323,P000097,U000170,5,"Decent overall, could be better.",2021-12-21 04:59:47
R00000369,O00001197,P000067,U000365,5,Performance is smooth and reliable.,2024-01-08 01:16:06
R00000370,O00000267,P000289,U000056,4,Very good quality for the price.,2024-08-28 14:25:33
R00000371,O00001544,P000242,U000462,4,Stopped working after a few weeks.,2024-06-23 13:06:39
R00000372,O00001804,P000231,U000107,3,"Decent overall, could be better.",2024-12-04 14:36:54
R00000373,O00000068,P000053,U000487,2,Stopped working after a few weeks.,2024-04-03 16:55:14
R00000374,O00001738,P000246,U000401,4,Not fully satisfied with the performance.,2024-09-21 22:40:14
R00000375,O00001593,P000252,U000094,1,Great value and fast delivery.,2024-12-28 16:10:42
R00000376,O00001564,P000199,U000166,3,Packaging was slightly damaged but product is fine.,2023-07-11 14:32:55
R00000377,O00000481,P000067,U000193,5,Stopped working after a few weeks.,2024-07-08 13:21:48
R00000378,O00001757,P000263,U000497,4,"Excellent product, works as expected.",2024-04-22 03:23:02
R00000379,O00001913,P000287,U000342,2,Great value and fast delivery.,2024-05-11 18:55:44
R00000380,O00001441,P000138,U000430,5,Very good quality for the price.,2024-04-28 08:42:41
R00000381,O00001461,P000027,U000489,3,Battery life is amazing.,2021-04-22 20:34:37
R00000382,O00000888,P000282,U000209,3,Performance is smooth and reliable.,2024-05-31 03:24:57
R00000383,O00000423,P000004,U000413,4,"Excellent product, works as expected.",2024-11-03 00:08:37
R00000384,O00001675,P000276,U000192,3,Performance is smooth and reliable.,2024-02-26 06:11:33
R00000385,O00001450,P000116,U000457,2,"Excellent product, works as expected.",2024-12-04 06:15:33
R00000386,O00000765,P000124,U000423,4,"Decent overall, could be better.",2022-10-29 15:44:24
R00000387,O00000520,P000299,U000004,4,Battery life is amazing.,2023-04-20 19:54:16
R00000388,O00001432,P000105,U000253,4,Stopped working after a few weeks.,2024-12-06 15:32:16
R00000389,O00000614,P000038,U000057,4,Not fully satisfied with the performance.,2023-07-14 15:04:44
R00000390,O00001531,P000159,U000258,5,Very good quality for the price.,2023-07-02 05:41:45
R00000391,O00001783,P000272,U000347,5,Battery life is amazing.,2024-11-17 05:36:52
R00000392,O00001659,P000243,U000079,4,Very good quality for the price.,2024-08-24 00:16:06
R00000393,O00000454,P000041,U000163,4,Battery life is amazing.,2024-05-11 05:23:47
R00000394,O00000731,P000179,U000438,4,"Excellent product, works as expected.",2024-01-26 03:10:16
R00000395,O00000535,P000170,U000236,5,Performance is smooth and reliable.,2024-07-27 01:27:16
R00000396,O00000966,P000255,U000113,2,Battery life is amazing.,2023-03-05 09:28:18
R00000397,O00001285,P000191,U000287,4,Sound quality is top-notch.,2023-12-11 13:16:18
R00000398,O00001740,P000279,U000075,5,Packaging was slightly damaged but product is fine.,2023-08-31 03:19:12
R00000399,O00000262,P000126,U000318,4,"Decent overall, could be better.",2021-07-06 17:00:20
R00000400,O00000536,P000279,U000437,1,Battery life is amazing.,2025-01-01 20:35:50
R00000401,O00000969,P000149,U000472,4,Stopped working after a few weeks.,2023-04-27 03:57:30
R00000402,O00000241,P000203,U000071,4,"Decent overall, could be better.",2023-08-14 08:44:15
R00000403,O00000820,P000077,U000252,4,Not fully satisfied with the performance.,2024-02-18 13:20:58
R00000404,O00000693,P000240,U000497,4,"Decent overall, could be better.",2025-01-23 12:00:03
R00000405,O00000421,P000086,U000244,5,Great value and fast delivery.,2024-09-11 15:00:51
R00000406,O00001086,P000100,U000411,4,"Decent overall, could be better.",2024-08-27 08:58:15
R00000407,O00001999,P000211,U000236,4,Packaging was slightly damaged but product is fine.,2023-07-22 19:40:53
R00000408,O00000366,P000156,U000142,4,Great value and fast delivery.,2024-07-20 00:47:10
R00000409,O00001023,P000152,U000193,1,Performance is smooth and reliable.,2023-08-17 20:37:16
R00000410,O00001241,P000249,U000178,4,Stopped working after a few weeks.,2023-06-08 00:49:47
R00000411,O00000589,P000100,U000412,4,Not fully satisfied with the performance.,2024-10-12 11:13:31
R00000412,O00000737,P000203,U000022,1,Packaging was slightly damaged but product is fine.,2023-09-09 20:52:03
R00000413,O00001762,P000023,U000100,4,Stopped working after a few weeks.,2023-09-10 02:10:46
R00000414,O00000942,P000079,U000251,5,Very good quality for the price.,2024-10-30 05:05:25
R00000415,O00000072,P000077,U000123,2,Sound quality is top-notch.,2024-06-19 23:35:26
R00000416,O00001408,P000285,U000439,5,Performance is smooth and reliable.,2023-02-24 14:33:53
R00000417,O00000260,P000088,U000440,4,Great value and fast delivery.,2022-10-19 11:29:47
R00000418,O00000052,P000254,U000499,4,Battery life is amazing.,2023-11-15 05:47:44
R00000419,O00000199,P000196,U000405,2,Sound quality is top-notch.,2022-02-06 20:02:41
R00000420,O00001789,P000103,U000314,5,Sound quality is top-notch.,2024-12-14 07:36:07
R00000421,O00000651,P000054,U000067,3,Stopped working after a few weeks.,2025-01-11 18:39:26
R00000422,O00000333,P000034,U000004,2,Performance is smooth and reliable.,2021-12-22 13:33:22
R00000423,O00001360,P000165,U000451,5,Great value and fast delivery.,2022-05-29 08:41:14
R00000424,O00000594,P000064,U000358,5,Stopped working after a few weeks.,2024-07-22 15:22:51
R00000425,O00001392,P000220,U000097,4,Very good quality for the price.,2024-07-20 15:28:59
R00000426,O00001801,P000195,U000254,2,"Decent overall, could be better.",2023-08-02 12:13:54
R00000427,O00001315,P000023,U000213,5,Very good quality for the price.,2021-12-23 19:51:26
R00000428,O00001112,P000084,U000031,4,Stopped working after a few weeks.,2023-11-11 18:05:18
R00000429,O00001007,P000113,U000361,5,Stopped working after a few weeks.,2025-01-24 08:40:48
R00000430,O00001327,P000211,U000270,3,Performance is smooth and reliable.,2024-09-18 11:43:40
R00000431,O00000427,P000033,U000065,3,Sound quality is top-notch.,2024-07-04 07:33:00
R00000432,O00001559,P000172,U000345,2,Packaging was slightly damaged but product is fine.,2023-05-02 04:07:12
R00000433,O00001294,P000150,U000351,4,"Decent overall, could be better.",2024-06-08 05:03:36
R00000434,O00000591,P000244,U000319,4,Packaging was slightly damaged but product is fine.,2024-03-16 17:41:41
R00000435,O00001958,P000027,U000040,4,Stopped working after a few weeks.,2024-03-21 10:22:23
R00000436,O00001977,P000257,U000417,3,Sound quality is top-notch.,2021-02-14 17:26:56
R00000437,O00001133,P000265,U000292,4,Stopped working after a few weeks.,2024-10-15 10:51:03
R00000438,O00000986,P000071,U000428,3,Packaging was slightly damaged but product is fine.,2024-10-03 20:04:17
R00000439,O00000399,P000067,U000490,4,Not fully satisfied with the performance.,2024-12-25 23:06:14
R00000440,O00001512,P000293,U000184,3,Not fully satisfied with the performance.,2022-08-31 22:47:02
R00000441,O00000437,P000048,U000066,3,"Excellent product, works as expected.",2024-01-24 20:33:23
R00000442,O00000193,P000070,U000343,5,Packaging was slightly damaged but product is fine.,2024-01-28 17:12:28
R00000443,O00001436,P000232,U000183,2,"Excellent product, works as expected.",2024-01-31 22:24:15
R00000444,O00000615,P000249,U000081,3,Sound quality is top-notch.,2023-12-15 17:41:08
R00000445,O00001494,P000134,U000180,4,"Excellent product, works as expected.",2024-09-27 06:00:16
R00000446,O00000577,P000090,U000096,2,Battery life is amazing.,2023-09-04 01:41:14
R00000447,O00000987,P000040,U000464,5,Battery life is amazing.,2021-04-17 10:24:18
R00000448,O00001433,P000140,U000456,5,Not fully satisfied with the performance.,2025-01-29 07:27:37
R00000449,O00000707,P000104,U000458,2,Battery life is amazing.,2025-02-05 13:10:17
R00000450,O00001259,P000027,U000443,5,Sound quality is top-notch.,2022-01-07 08:02:41
R00000451,O00000142,P000078,U000476,4,Battery life is amazing.,2024-09-21 01:13:33
R00000452,O00001358,P000133,U000243,3,Sound quality is top-notch.,2022-11-23 12:33:46
R00000453,O00000003,P000194,U000428,4,Sound quality is top-notch.,2024-10-25 09:23:26
R00000454,O00001222,P000107,U000102,3,Great value and fast delivery.,2023-05-14 16:58:44
R00000455,O00001870,P000240,U000343,4,Not fully satisfied with the performance.,2022-12-15 11:21:38
R00000456,O00001623,P000086,U000395,3,Sound quality is top-notch.,2023-03-30 02:09:46
R00000457,O00000340,P000079,U000109,4,"Excellent product, works as expected.",2024-03-14 18:05:51
R00000458,O00001770,P000224,U000186,3,Not fully satisfied with the performance.,2025-01-31 15:38:56
R00000459,O00001537,P000185,U000281,5,Great value and fast delivery.,2024-10-20 11:03:00
R00000460,O00000484,P000105,U000439,4,"Decent overall, could be better.",2023-07-08 20:28:05
R00000461,O00000266,P000086,U000085,5,Very good quality for the price.,2024-03-01 10:11:06
R00000462,O00000377,P000024,U000105,3,Packaging was slightly damaged but product is fine.,2023-10-05 01:42:29
R00000463,O00000742,P000111,U000318,4,Very good quality for the price.,2022-03-09 05:19:41
R00000464,O00001014,P000056,U000448,5,Performance is smooth and reliable.,2025-01-16 05:00:04
R00000465,O00000440,P000215,U000399,3,Sound quality is top-notch.,2022-11-24 01:21:54
R00000466,O00000272,P000099,U000425,3,Very good quality for the price.,2023-12-31 04:35:17
R00000467,O00000185,P000186,U000429,5,Performance is smooth and reliable.,2022-10-20 08:12:25
R00000468,O00000940,P000037,U000343,4,Packaging was slightly damaged but product is fine.,2022-04-04 16:14:35
R00000469,O00000245,P000229,U000074,4,"Decent overall, could be better.",2023-12-03 23:52:40
R00000470,O00000932,P000299,U000014,5,"Excellent product, works as expected.",2022-06-06 06:24:12
R00000471,O00000446,P000118,U000053,5,Performance is smooth and reliable.,2024-06-05 23:23:29
R00000472,O00000597,P000213,U000457,1,Battery life is amazing.,2025-01-30 18:49:18
R00000473,O00000818,P000155,U000389,1,Great value and fast delivery.,2024-12-25 13:53:54
R00000474,O00001273,P000161,U000186,4,Sound quality is top-notch.,2024-12-31 19:36:06
R00000475,O00001677,P000018,U000072,1,Packaging was slightly damaged but product is fine.,2023-02-15 13:50:27
R00000476,O00000487,P000173,U000064,4,"Decent overall, could be better.",2025-01-01 03:20:02
R00000477,O00000681,P000139,U000347,4,Great value and fast delivery.,2024-01-10 05:27:30
R00000478,O00000416,P000181,U000098,4,Great value and fast delivery.,2022-02-23 04:36:46
R00000479,O00000274,P000091,U000370,5,Stopped working after a few weeks.,2025-01-27 12:51:50
R00000480,O00001472,P000285,U000205,5,Very good quality for the price.,2024-10-13 12:29:24
R00000481,O00001830,P000244,U000173,4,Sound quality is top-notch.,2022-12-27 13:26:04
R00000482,O00001455,P000207,U000193,5,Packaging was slightly damaged but product is fine.,2022-12-19 22:04:07
R00000483,O00000251,P000185,U000253,4,Stopped working after a few weeks.,2023-03-28 02:28:51
R00000484,O00000414,P000176,U000431,3,Packaging was slightly damaged but product is fine.,2021-11-04 08:08:25
R00000485,O00001386,P000217,U000326,3,Performance is smooth and reliable.,2024-10-26 21:24:38
R00000486,O00001308,P000289,U000336,5,Performance is smooth and reliable.,2022-07-26 19:19:56
R00000487,O00000716,P000153,U000011,4,"Decent overall, could be better.",2024-08-28 00:26:02
R00000488,O00000311,P000186,U000046,5,"Decent overall, could be better.",2025-01-03 18:39:20
R00000489,O00000927,P000159,U000465,5,Stopped working after a few weeks.,2023-12-05 13:50:58
R00000490,O00000382,P000133,U000234,4,Great value and fast delivery.,2024-08-15 08:21:03
R00000491,O00001566,P000240,U000017,4,Very good quality for the price.,2024-08-31 03:01:49
R00000492,O00000426,P000300,U000254,1,Great value and fast delivery.,2024-08-05 09:30:28
R00000493,O00001875,P000244,U000378,4,Sound quality is top-notch.,2022-07-26 18:21:31
R00000494,O00000533,P000127,U000460,4,"Excellent product, works as expected.",2023-11-11 11:45:09
R00000495,O00000753,P000257,U000392,4,"Excellent product, works as expected.",2024-08-26 02:39:04
R00000496,O00000766,P000051,U000013,5,Not fully satisfied with the performance.,2024-08-24 11:50:21
R00000497,O00001357,P000147,U000450,3,Performance is smooth and reliable.,2024-06-29 10:32:56
R00000498,O00000409,P000055,U000086,5,Packaging was slightly damaged but product is fine.,2024-12-16 08:31:40
R00000499,O00001615,P000255,U000342,4,Sound quality is top-notch.,2023-08-28 07:54:23
R00000500,O00000695,P000015,U000357,5,"Excellent product, works as expected.",2025-01-13 08:34:19
R00000501,O00001739,P000195,U000096,4,"Excellent product, works as expected.",2022-09-23 00:22:13
R00000502,O00000549,P000233,U000459,5,Very good quality for the price.,2024-09-02 19:10:43
R00000503,O00000937,P000079,U000494,2,Not fully satisfied with the performance.,2024-12-21 21:37:14
R00000504,O00001390,P000129,U000346,4,Performance is smooth and reliable.,2023-01-04 18:23:19
R00000505,O00001608,P000161,U000426,5,"Excellent product, works as expected.",2024-12-18 19:23:28
R00000506,O00001940,P000050,U000480,3,Very good quality for the price.,2023-03-18 01:53:33
R00000507,O00001482,P000298,U000466,2,Great value and fast delivery.,2024-10-24 11:55:26
R00000508,O00000183,P000144,U000104,4,Packaging was slightly damaged but product is fine.,2024-05-30 09:26:42
R00000509,O00001941,P000088,U000226,5,Stopped working after a few weeks.,2022-11-18 21:01:32
R00000510,O00001161,P000285,U000380,5,"Excellent product, works as expected.",2024-07-27 07:58:21
R00000511,O00000171,P000037,U000182,4,Stopped working after a few weeks.,2024-09-03 01:25:52
R00000512,O00000293,P000233,U000136,3,"Excellent product, works as expected.",2025-01-07 10:12:51
R00000513,O00000562,P000070,U000339,3,Packaging was slightly damaged but product is fine.,2024-12-23 15:45:56
R00000514,O00001457,P000293,U000317,1,"Decent overall, could be better.",2025-01-12 01:49:23
R00000515,O00001877,P000055,U000497,3,Performance is smooth and reliable.,2024-08-14 01:14:57
R00000516,O00001652,P000261,U000004,2,Very good quality for the price.,2023-04-26 22:43:09
R00000517,O00000850,P000152,U000338,2,Packaging was slightly damaged but product is fine.,2023-07-05 15:03:11
R00000518,O00000273,P000127,U000111,4,Sound quality is top-notch.,2025-01-01 00:47:36
R00000519,O00001550,P000085,U000312,1,Very good quality for the price.,2023-06-24 02:01:55
R00000520,O00001035,P000029,U000426,4,Not fully satisfied with the performance.,2024-09-26 07:11:23
R00000521,O00001744,P000063,U000182,4,"Excellent product, works as expected.",2024-09-03 10:57:23
R00000522,O00000372,P000246,U000445,4,Performance is smooth and reliable.,2024-06-29 20:30:58
R00000523,O00001670,P000146,U000200,4,Sound quality is top-notch.,2024-11-07 08:14:47
R00000524,O00000722,P000272,U000469,4,Great value and fast delivery.,2022-05-01 23:10:38
R00000525,O00000734,P000245,U000243,4,Performance is smooth and reliable.,2023-11-28 17:18:45
R00000526,O00000778,P000177,U000451,4,"Decent overall, could be better.",2022-11-10 22:48:54
R00000527,O00000519,P000276,U000425,1,Stopped working after a few weeks.,2022-09-14 01:55:01
R00000528,O00000335,P000165,U000379,3,Very good quality for the price.,2021-07-10 23:22:37
R00000529,O00000846,P000059,U000374,5,Great value and fast delivery.,2023-10-29 02:25:41
R00000530,O00001252,P000300,U000222,2,Sound quality is top-notch.,2022-11-23 10:36:25
R00000531,O00001053,P000138,U000070,3,Packaging was slightly damaged but product is fine.,2022-04-02 22:49:07
R00000532,O00001924,P000110,U000472,5,Great value and fast delivery.,2023-11-22 04:39:58
R00000533,O00000016,P000172,U000293,4,Packaging was slightly damaged but product is fine.,2023-04-15 14:47:53
R00000534,O00000708,P000009,U000462,4,Not fully satisfied with the performance.,2024-07-03 14:02:27
R00000535,O00000901,P000268,U000271,4,"Decent overall, could be better.",2024-05-26 18:50:58
R00000536,O00001980,P000093,U000287,4,"Excellent product, works as expected.",2024-06-02 02:00:57
R00000537,O00001573,P000109,U000367,5,Performance is smooth and reliable.,2023-07-01 03:08:04
R00000538,O00000904,P000034,U000468,3,Sound quality is top-notch.,2022-10-22 10:57:32
R00000539,O00000466,P000256,U000115,5,Sound quality is top-notch.,2024-08-09 16:10:25
R00000540,O00001978,P000027,U000245,4,Not fully satisfied with the performance.,2024-07-05 13:05:11
R00000541,O00000200,P000051,U000032,3,"Decent overall, could be better.",2023-09-12 09:28:19
R00000542,O00001207,P000200,U000063,4,Great value and fast delivery.,2024-02-20 05:01:46
R00000543,O00001056,P000013,U000203,4,Not fully satisfied with the performance.,2025-01-21 08:53:39
R00000544,O00001132,P000225,U000040,4,"Decent overall, could be better.",2022-01-26 01:20:31
R00000545,O00001380,P000172,U000031,4,Performance is smooth and reliable.,2023-06-21 04:16:40
R00000546,O00000999,P000284,U000460,3,Sound quality is top-notch.,2022-11-06 20:54:37
R00000547,O00000728,P000044,U000402,5,"Decent overall, could be better.",2024-12-20 08:00:42
R00000548,O00001772,P000017,U000239,4,Performance is smooth and reliable.,2023-09-25 16:55:34
R00000549,O00001910,P000219,U000213,2,Sound quality is top-notch.,2023-10-17 16:11:23
R00000550,O00001822,P000181,U000430,4,Packaging was slightly damaged but product is fine.,2023-01-27 00:39:45
R00000551,O00000568,P000082,U000431,5,Not fully satisfied with the performance.,2024-06-23 11:38:44
R00000552,O00000044,P000094,U000298,3,Sound quality is top-notch.,2024-10-09 16:55:45
R00000553,O00000275,P000225,U000004,5,Performance is smooth and reliable.,2022-07-21 10:57:46
R00000554,O00001097,P000226,U000076,2,Very good quality for the price.,2024-10-25 10:49:58
R00000555,O00000102,P000206,U000386,5,"Decent overall, could be better.",2021-07-27 18:35:59
R00000556,O00001232,P000140,U000226,3,Not fully satisfied with the performance.,2024-12-04 18:17:28
R00000557,O00001722,P000042,U000131,3,Packaging was slightly damaged but product is fine.,2023-03-23 15:38:40
R00000558,O00001833,P000087,U000142,4,Battery life is amazing.,2025-01-07 08:57:29
R00000559,O00000108,P000007,U000394,4,Battery life is amazing.,2024-07-28 16:26:43
R00000560,O00001618,P000023,U000445,4,Performance is smooth and reliable.,2024-07-18 12:33:59
R00000561,O00000498,P000167,U000026,2,Stopped working after a few weeks.,2023-08-29 06:04:05
R00000562,O00001981,P000280,U000357,4,Not fully satisfied with the performance.,2024-12-06 13:06:42
R00000563,O00000882,P000092,U000258,3,Performance is smooth and reliable.,2024-02-23 03:56:13
R00000564,O00000757,P000103,U000012,3,Very good quality for the price.,2024-08-22 07:23:17
R00000565,O00000620,P000154,U000131,5,"Decent overall, could be better.",2023-02-18 05:20:37
R00000566,O00001107,P000228,U000322,4,"Decent overall, could be better.",2024-09-25 10:53:12
R00000567,O00001936,P000171,U000323,4,"Excellent product, works as expected.",2024-10-31 11:48:56
R00000568,O00000810,P000080,U000064,4,Stopped working after a few weeks.,2024-10-10 10:20:54
R00000569,O00001038,P000125,U000140,4,Not fully satisfied with the performance.,2024-11-14 11:07:54
R00000570,O00000073,P000161,U000084,5,Very good quality for the price.,2024-12-22 23:30:51
R00000571,O00001284,P000096,U000098,3,Packaging was slightly damaged but product is fine.,2024-09-08 17:58:12
R00000572,O00001272,P000255,U000189,1,Performance is smooth and reliable.,2024-07-15 11:36:11
R00000573,O00001335,P000153,U000277,1,Packaging was slightly damaged but product is fine.,2023-06-01 20:17:53
R00000574,O00001459,P000273,U000258,4,Very good quality for the price.,2024-07-14 08:10:35
R00000575,O00000482,P000038,U000229,4,Great value and fast delivery.,2024-11-25 11:19:06
R00000576,O00001069,P000263,U000017,3,Packaging was slightly damaged but product is fine.,2024-10-12 03:33:30
R00000577,O00000507,P000126,U000488,5,Stopped working after a few weeks.,2023-11-13 00:17:17
R00000578,O00001238,P000096,U000269,4,Very good quality for the price.,2023-08-03 05:41:14
R00000579,O00001862,P000066,U000170,3,Not fully satisfied with the performance.,2021-05-10 07:27:25
R00000580,O00001990,P000262,U000421,5,"Decent overall, could be better.",2024-12-15 17:45:38
R00000581,O00001477,P000020,U000208,2,Stopped working after a few weeks.,2022-03-16 07:34:53
R00000582,O00001867,P000289,U000276,4,"Excellent product, works as expected.",2024-08-15 18:13:19
R00000583,O00001456,P000038,U000134,3,"Excellent product, works as expected.",2024-10-27 01:06:57
R00000584,O00000312,P000169,U000331,3,Performance is smooth and reliable.,2024-04-28 05:01:40
R00000585,O00000963,P000263,U000216,3,Sound quality is top-notch.,2024-10-03 16:24:29
R00000586,O00000406,P000060,U000262,4,Very good quality for the price.,2024-03-03 12:41:41
R00000587,O00001331,P000103,U000062,4,Very good quality for the price.,2024-10-18 18:41:59
R00000588,O00001650,P000069,U000353,4,Battery life is amazing.,2023-08-08 10:09:40
R00000589,O00000310,P000203,U000229,4,Packaging was slightly damaged but product is fine.,2024-09-19 17:32:42
R00000590,O00000227,P000268,U000003,3,Stopped working after a few weeks.,2022-10-04 21:59:03
R00000591,O00001858,P000070,U000059,5,"Excellent product, works as expected.",2022-03-29 10:22:36
R00000592,O00000711,P000300,U000382,3,Performance is smooth and reliable.,2022-02-25 18:54:23
R00000593,O00001944,P000054,U000235,1,"Excellent product, works as expected.",2022-06-22 11:16:17
R00000594,O00001384,P000229,U000230,4,"Decent overall, could be better.",2025-02-12 09:08:04
R00000595,O00001786,P000070,U000413,5,Performance is smooth and reliable.,2024-01-05 08:36:35
R00000596,O00000149,P000216,U000406,2,Performance is smooth and reliable.,2023-07-07 02:31:38
R00000597,O00001555,P000117,U000437,1,Great value and fast delivery.,2024-10-12 03:12:39
R00000598,O00001957,P000153,U000021,4,Great value and fast delivery.,2024-09-04 10:21:06
R00000599,O00000926,P000038,U000278,2,Not fully satisfied with the performance.,2025-01-04 17:37:12
R00000600,O00000943,P000173,U000084,4,Not fully satisfied with the performance.,2025-01-17 17:08:06
R00000601,O00000837,P000254,U000361,5,"Decent overall, could be better.",2022-06-03 05:13:19
R00000602,O00000576,P000191,U000297,3,Sound quality is top-notch.,2023-06-18 00:49:16
R00000603,O00000558,P000009,U000330,4,Sound quality is top-notch.,2023-09-16 23:12:21
R00000604,O00001236,P000229,U000185,4,Not fully satisfied with the performance.,2024-09-18 14:49:20
R00000605,O00001361,P000127,U000492,3,"Decent overall, could be better.",2023-08-03 10:09:26
R00000606,O00001348,P000006,U000409,4,Sound quality is top-notch.,2023-06-10 05:12:21
R00000607,O00001162,P000261,U000199,4,Not fully satisfied with the performance.,2023-05-23 12:01:13
R00000608,O00001443,P000142,U000322,4,Stopped working after a few weeks.,2024-08-29 21:17:48
R00000609,O00000287,P000251,U000450,4,Stopped working after a few weeks.,2024-02-13 23:43:05
R00000610,O00001605,P000182,U000107,4,Very good quality for the price.,2024-11-19 05:33:29
R00000611,O00001058,P000096,U000447,3,Packaging was slightly damaged but product is fine.,2024-03-28 21:25:27
